_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000624,-0.358156194,-0.109909698,0.2337178533,0.167208031,0.2144615247,0.085765568,0.0731718817,0.0325341323,1,fac1,-1
v000625,-0.442194901,-0.287707876,-0.003990903,0.1066391906,-0.050079573,-0.18677965,-0.012982996,0.1515564765,1,fac1,-1
v000626,-0.072007254,-0.017397203,0.0609694255,-0.148687219,0.4669272014,0.0277167392,0.2555410576,-0.12439837,1,fac5,1
v000627,0.0581907221,-0.257137124,0.2471434513,0.0019741765,0.0128894343,0.470086094,0.3877471482,0.1021930889,1,fac6,1
v000628,-0.084427289,0.0003138759,0.2530344595,0.3377004984,0.1054659256,-0.438660526,-0.014045283,0.2233245024,1,fac6,-1
v000630,0.013870585,-0.103999392,0.5618870754,-0.096256409,-0.210134678,-0.158528231,0.2608908125,0.040238835,1,fac3,1
v000631,0.0169755419,0.104800131,0.5107043511,0.332614715,-0.002025059,-0.060648202,0.2371898355,0.3518582226,1,fac3,1
v000632,-0.376653578,-0.035383822,0.0915841658,0.0622879367,-0.13034609,0.1105880486,0.0353973769,-0.001961611,1,fac1,-1
v000633,-0.038620418,0.0151849037,-0.018354328,0.0715623686,-0.013929919,0.0108993234,-0.027353177,0.011270967,0,,
v000634,0.2738991025,-0.046295407,-0.441746085,-0.05258768,-0.179489168,0.0193983798,-0.143987097,0.9717921596,1,fac8,1
v000635,-0.184365725,-0.023207475,0.1464049578,0.6555960182,0.0692620438,0.1491074642,0.0830586898,0.0035651342,1,fac4,1
v000636,-0.139951409,-0.145867285,-0.228428651,0.3324725303,0.0394713755,0.7726001985,0.0655678066,-0.005480379,1,fac6,1
v000637,0.6057740902,-0.163950831,-0.080923329,-0.247023682,0.4109859338,-0.022086952,-0.338199925,0.0010504632,1,fac1,1
v000638,0.1340975623,0.0530592854,0.0745040498,0.0240032329,-0.026246908,0.0322553578,0.0445797291,0.1334276944,0,,
v000639,-0.172503967,0.2889577149,0.3598196671,0.0311575115,-0.090241127,0.4722399729,0.1734676785,-0.087358147,1,fac6,1
v000640,0.1288459522,-0.120487076,-0.474370487,0.0118222093,-0.007316613,0.1499719973,-0.368275859,0.0880348318,1,fac3,-1
v000641,0.8561074037,-0.195547361,0.1416754589,-0.13936507,-0.260177572,0.0659733719,0.0047618791,0.2494199799,1,fac1,1
v000642,0.6803676706,0.0927619645,-0.400508674,-0.134706039,-0.220822947,0.0623469231,0.063205529,0.4632314379,1,fac1,1
v000643,-0.164555463,0.0626793027,-0.216192753,-0.128021842,-0.017957041,0.1780352956,-0.057457492,-0.126935505,0,,
v000644,0.107499493,0.0393856454,0.1189197865,0.1218306687,0.3292186853,-0.138653327,0.1237093925,-0.211270401,1,fac5,1
v000645,0.0381122828,0.2024150299,0.115401859,0.3176593202,-0.108337374,0.5678535138,-0.19766159,-0.191035777,1,fac6,1
v000646,-0.307838637,0.4983894938,0.481435119,-0.291299275,-0.07563257,-0.094377394,0.1803174038,-0.116027497,1,fac2,1
v000647,-0.355924104,-0.083149615,-0.100434396,0.4765240382,-0.076102078,0.046738659,-0.06964572,0.5369613738,1,fac8,1
v000648,-0.038647935,-0.178976279,-0.270349976,-0.18338045,0.8874748669,-0.175100532,-0.250082834,0.1712803357,1,fac5,1
v000649,0.0815917777,-0.180511723,0.1710127877,0.0219786323,-0.065144195,-0.058977381,0.389005021,-0.033544155,1,fac7,1
v000650,-0.374700767,-0.178359636,-0.21512461,-0.124298498,-0.283710769,-0.200627405,0.1955326655,-0.208224033,1,fac1,-1
v000651,-0.300027872,-0.306065934,0.0512982535,0.1043100175,-0.184513598,-0.102700741,-0.177855356,-0.260046439,1,fac2,-1
v000652,0.1976204815,0.2540403154,0.1457609029,0.1690344674,-0.133012158,0.0798680121,0.4148377075,0.1731323928,1,fac7,1
v000653,0.1958441512,0.1798644753,0.075822977,-0.040362149,0.5382063363,0.0237082069,0.1269421487,-0.319777448,1,fac5,1
v000654,-0.163719763,0.4188499371,0.3440911716,-0.482192827,-0.031311248,0.2638753673,0.3083256514,-0.228816933,1,fac4,-1
v000655,-0.132068635,0.0025041277,0.1072606917,0.0201569867,-0.049986171,0.105109791,0.1010380979,-0.130289018,0,,
v000656,1.0192315023,0.2715550946,0.0304802157,0.0011616235,-0.140131522,-0.189015281,-0.025532099,-0.027288625,1,fac1,1
v000657,0.0016649197,0.2752687249,-0.007524791,-0.070712618,-0.07005584,0.2160373148,0.0773789221,0.1228344532,0,,
v000658,-0.390219578,0.2438611619,-0.359415313,0.0226230672,-0.177353818,0.2431088649,-0.665113804,-0.324539259,1,fac7,-1
v000659,-0.137437895,-0.401039393,-0.347698595,0.1164851833,0.2038463854,0.3504777311,0.6440998335,0.1729397701,1,fac7,1
v000660,0.3434790496,-0.005287337,-0.470533886,0.0606856334,0.2097988744,-0.091255947,0.0983934308,0.7330423632,1,fac8,1
v000661,-0.4343389,-0.18782988,-0.060252019,-0.198207695,-0.12269219,-0.169178925,0.3364519271,0.214348379,1,fac1,-1
v000662,-0.075337102,0.0952602414,-0.30736996,0.0867897105,0.0581905924,0.0356051074,0.2967860802,0.0424295564,1,fac3,-1
v000663,0.8376500389,-0.099583925,0.0553798862,-0.025417456,-0.01566474,-0.085045156,-0.160742789,0.0308390106,1,fac1,1
v000664,0.2525272099,0.1577683882,-0.377931292,0.0617111243,0.6377731858,-0.042473792,-0.233137434,-0.156746057,1,fac5,1
v000665,-0.636116176,-0.210869105,-0.152283714,-0.63111606,-0.249083056,-0.479456558,0.0441460854,-0.103787806,1,fac1,-1
v000666,0.4618672266,0.0556310686,0.0450868177,-0.061525968,0.0403001538,0.0212318442,-0.105505222,-0.01895058,1,fac1,1
v000667,0.1835098534,-0.230733394,0.5765908602,0.351059722,-0.314520936,-0.081658078,-0.191694605,0.1084255938,1,fac3,1
v000668,0.4058026601,0.2443188018,-0.028040691,0.4342030474,0.2933361346,-0.10237502,-0.097086889,0.0337611082,1,fac4,1
v000669,0.3906308186,0.093148992,-0.519828062,0.4256151239,-0.45048996,-0.404284158,0.0959128972,-0.337030331,1,fac3,-1
v000670,-0.028469034,0.2372559281,0.038217106,0.1638998082,0.0983990224,0.0919938154,-0.051641818,-0.141979882,0,,
v000671,0.0814322339,0.1073669159,0.2150664515,0.4455818928,-0.025789337,-0.065744866,0.1237694757,0.0759228119,1,fac4,1
v000672,-0.110287775,0.0770607634,-0.434952051,0.0926361994,-0.052015051,-0.07102973,-0.571324148,-0.256272586,1,fac7,-1
v000673,-0.013233286,0.2037446414,0.027194417,0.126312141,0.6039168555,-0.001387501,0.2205851536,0.0647982345,1,fac5,1
v000674,0.3940393972,-0.15255594,0.0575177387,0.5097086246,-0.098655405,0.1407844767,-0.050858894,-0.182399019,1,fac4,1
v000675,-0.105530609,-0.288894023,-0.059275858,0.0296296143,-0.171210463,-0.003843879,0.5616364824,-0.072705989,1,fac7,1
v000676,0.0630594597,0.0652655068,0.0054368241,0.2149712456,0.2667087539,0.0082359257,-0.16002211,0.0011050209,0,,
v000677,0.458432954,0.3100300491,0.1491401926,0.0416444099,0.3002645079,0.1204786974,-0.078864819,-0.048041935,1,fac1,1
v000678,0.6404606339,-0.295178115,0.072541951,0.0901200883,-0.221188324,0.4941826693,0.2097587812,-0.01603823,1,fac1,1
v000679,0.2068360407,-0.63847543,-0.009067146,-0.459033619,-0.098574772,-0.145329144,0.1719868825,-0.057533145,1,fac2,-1
v000680,0.3484855217,0.0334961524,0.0431504622,0.1666083595,0.2741042828,0.0194832433,-0.191435651,-0.052938276,1,fac1,1
v000681,-0.042467104,-0.025873646,0.0108506505,0.0736462431,0.3743029206,0.2617880584,-0.02106463,-0.178111955,1,fac5,1
v000682,0.7051140375,-0.179490061,0.4567988416,0.20166634,-0.393529301,-0.1909376,-0.180721176,0.2947796813,1,fac1,1
v000683,-0.134024733,-0.19355745,-0.397241628,0.2057956068,-0.069588868,0.8729730675,0.2268980596,0.1714242657,1,fac6,1
v000684,0.1026959063,0.4211795252,-0.189695326,0.1129955951,-0.088291211,0.3309680636,0.159759434,0.024868263,1,fac2,1
v000686,0.5310975647,0.340418095,-0.225037988,-0.16821391,0.402894746,0.2393089826,-0.198931392,-0.834504,1,fac8,-1
v000687,0.1237836218,0.1876204413,-0.057573501,0.2045256242,-0.017345265,0.1504709298,-0.068681546,0.0466068969,0,,
v000688,0.0688495,0.1211751558,-0.025275912,0.3572006942,0.1814623002,-0.07432741,0.076736893,0.0513727844,1,fac4,1
